customer_id,age,gender,region,city_tier,employment_status,employment_length_years,annual_income,credit_score,housing_status,marital_status,existing_debts_count,loan_id,loan_type,loan_amount,interest_rate,loan_term_months,disbursement_date,collateral_type,collateral_value,loan_purpose,origination_channel,vintage_year,vintage_quarter,repayment_id,total_installments_due,installments_paid,total_amount_paid,principal_paid,interest_paid,last_payment_date,overdue_days,delinquency_bucket,default_flag,default_date,outstanding_principal,recovery_id,recovery_status,primary_channel,recovery_officer_id,officer_name,officer_designation,contact_attempts,promise_to_pay_kept,settlement_discount_pct,recovered_amount,recovery_cost,recovery_date,monthly_emi,dti_ratio,is_secured,ltv_ratio,credit_risk_tier,delinquency_severity_score,net_recovery_amount,recovery_rate_pct,recovery_target_binary
CUST-102735,31,Male,North,Tier 2,Salaried - Corporate,2,21153.66,650,Rented,Single,2,LN-202735,Personal Loan,7645.45,20.13,36,2022-01-22,,0.0,Medical Emergency,Branch Network,2022,2022Q1,REP-302735,35,33,9393.09,7539.03,1854.06,2024-10-08,54,31-60 DPD (SMA-1),0,,106.42000000000007,REC-400683,Fully Recovered,AI Voice Bot & SMS,OFF-105,Carlos Mendez,Digital & Tele-Recovery Lead,4,0,6.72,99.27,49.0,2024-07-29,284.64,0.1615,1,1.5,Near-Prime (650-699),18.41,50.27,93.28,1.0
CUST-102736,33,Female,South,Tier 2,Salaried - Public Sector,1,55036.7,619,Owned,Single,4,LN-202736,Business Loan,134028.62,13.4,36,2022-01-26,Inventory,165206.42,Working Capital,DSA / Direct Selling Agent,2022,2022Q1,REP-302736,35,11,49960.02,34758.33,15201.69,2022-12-22,250,90+ DPD (NPA / Default),1,2023-03-22,99270.29,REC-400684,Partially Recovered,Legal Notice & DRT,OFF-104,Sarah Jenkins,Legal & Settlements Officer,16,0,29.12,42276.05,886.0,2024-11-26,4541.82,0.9903,1,0.8113,Subprime (550-649),52.54,41390.05,42.59,1.0
CUST-102737,40,Female,East,Tier 1,Salaried - Corporate,2,154255.19,698,Mortgaged,Married,1,LN-202737,Business Loan,212985.74,10.76,48,2022-01-12,Commercial Property,258964.78,Equipment Purchase,Mobile App,2022,2022Q1,REP-302737,35,34,186317.86,142853.76,43464.1,2024-10-28,26,1-30 DPD (SMA-0),0,,70131.97999999998,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,5479.94,0.4263,1,0.8225,Near-Prime (650-699),11.49,0.0,0.0,
CUST-102738,52,Female,West,Tier 1,Self-Employed Professional,5,31229.41,646,Mortgaged,Single,2,LN-202738,Business Loan,40349.57,12.36,36,2021-10-06,Equipment,60035.83,Business Expansion,DSA / Direct Selling Agent,2021,2021Q4,REP-302738,36,33,44455.34,32392.65,12062.69,2024-06-22,88,61-90 DPD (SMA-2),0,,7956.919999999998,REC-400685,Partially Recovered,Tele-Calling & Counseling,OFF-108,Zainab Al-Mansoor,Restructuring & Workout Lead,7,0,31.63,4303.78,124.5,2024-08-20,1347.13,0.5176,1,0.6721,Subprime (550-649),24.27,4179.28,54.09,1.0
CUST-102739,45,Male,West,Tier 1,Self-Employed Business,5,77435.04,770,Mortgaged,Married,1,LN-202739,Auto Loan,38497.95,9.44,36,2023-11-01,Vehicle,44221.82,New Car,Branch Network,2023,2023Q4,REP-302739,13,13,16017.6,11953.85,4063.75,2024-11-25,0,Current,0,,26544.1,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1232.12,0.1909,1,0.8706,Super-Prime (750+),3.76,0.0,0.0,
CUST-102740,41,Female,North-East,Tier 1,Self-Employed Professional,6,170462.63,731,Rented,Single,1,LN-202740,Auto Loan,63356.88,7.6,84,2022-10-17,Vehicle,73727.51,Used Car,Mobile App,2022,2022Q4,REP-302740,26,25,24372.88,17485.15,6887.73,2024-11-05,2,1-30 DPD (SMA-0),0,,45871.729999999996,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,974.92,0.0686,1,0.8593,Prime (700-749),5.93,0.0,0.0,
CUST-102741,41,Other,North,Tier 1,Salaried - Corporate,12,86121.73,774,Owned,Married,1,LN-202741,Education Loan,65116.12,9.27,60,2022-01-02,Third Party Guarantee,65116.12,Professional Certification,Mobile App,2022,2022Q1,REP-302741,35,35,47608.83,32794.18,14814.65,2024-11-17,0,Current,0,,32321.940000000002,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1360.25,0.1895,1,1.0,Super-Prime (750+),3.58,0.0,0.0,
CUST-102742,37,Male,South,Tier 3,Salaried - Corporate,6,61639.93,700,Owned,Married,0,LN-202742,Home Loan,199007.39,7.43,240,2021-10-13,Residential Property,271047.63,Home Construction,Digital Portal,2021,2021Q4,REP-302742,38,37,59003.26,40846.68,18156.58,2024-10-27,3,1-30 DPD (SMA-0),0,,158160.71000000002,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1594.68,0.3105,1,0.7342,Prime (700-749),7.56,0.0,0.0,
CUST-102743,42,Female,South,Tier 1,Salaried - Corporate,1,49946.85,671,Owned,Married,1,LN-202743,Auto Loan,17352.67,9.62,36,2022-10-25,Vehicle,21358.36,New Car,Digital Portal,2022,2022Q4,REP-302743,26,25,13920.78,9620.88,4299.9,2024-11-13,3,1-30 DPD (SMA-0),0,,7731.789999999999,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,556.83,0.1338,1,0.8125,Near-Prime (650-699),8.92,0.0,0.0,
CUST-102744,21,Male,West,Tier 1,Self-Employed Business,0,49210.54,618,Rented,Single,3,LN-202744,Auto Loan,42275.06,10.59,60,2022-01-13,Vehicle,54866.92,New Car,Digital Portal,2022,2022Q1,REP-302744,35,35,31868.97,22752.22,9116.75,2024-11-28,0,Current,0,,19522.839999999997,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,910.54,0.222,1,0.7705,Subprime (550-649),10.92,0.0,0.0,
CUST-102745,34,Male,North,Tier 1,Salaried - Corporate,1,63736.9,714,Owned,Married,3,LN-202745,Home Loan,264781.11,7.09,180,2021-12-15,Residential Property,318867.62,Home Purchase,Digital Portal,2021,2021Q4,REP-302745,36,36,86157.73,65494.51,20663.22,2024-11-29,0,Current,0,,199286.59999999998,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,2393.27,0.4506,1,0.8304,Prime (700-749),6.4,0.0,0.0,
CUST-102746,39,Male,North,Tier 2,Self-Employed Business,14,88056.69,707,Family Owned,Single,3,LN-202746,Home Loan,161956.17,8.23,180,2021-03-24,Residential Property,216022.87,Home Construction,Branch Network,2021,2021Q1,REP-302746,45,45,70619.33,55128.58,15490.75,2024-12-03,0,Current,0,,106827.59000000001,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1569.32,0.2139,1,0.7497,Prime (700-749),6.73,0.0,0.0,
CUST-102747,25,Female,South,Tier 1,Salaried - Corporate,4,95063.23,755,Mortgaged,Single,1,LN-202747,Business Loan,58139.54,13.02,24,2023-10-10,Equipment,79962.73,Business Expansion,Digital Portal,2023,2023Q4,REP-302747,14,13,35939.88,24495.25,11444.63,2024-11-03,5,1-30 DPD (SMA-0),0,,33644.29,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,2764.61,0.349,1,0.7271,Super-Prime (750+),5.3,0.0,0.0,
CUST-102748,40,Male,North-East,Tier 1,Salaried - Corporate,11,87962.6,724,Rented,Married,2,LN-202748,Personal Loan,29005.03,14.26,36,2021-04-26,,0.0,Medical Emergency,Branch Network,2021,2021Q2,REP-302748,36,36,35819.63,28780.83,7038.8,2024-04-10,0,Current,0,,224.1999999999971,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,994.99,0.1357,1,1.5,Prime (700-749),5.93,0.0,0.0,
CUST-102749,34,Male,West,Tier 1,Self-Employed Business,1,188618.44,722,Rented,Married,3,LN-202749,Auto Loan,69476.21,11.41,84,2023-10-09,Vehicle,84763.07,Used Car,Branch Network,2023,2023Q4,REP-302749,14,14,16864.85,13334.95,3529.9,2024-12-02,0,Current,0,,56141.26000000001,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1204.63,0.0766,1,0.8197,Prime (700-749),6.02,0.0,0.0,
CUST-102750,54,Male,South,Tier 3,Salaried - Corporate,7,43054.7,645,Mortgaged,Single,0,LN-202750,Personal Loan,13586.22,14.28,12,2021-09-30,,0.0,Medical Emergency,Digital Portal,2021,2021Q3,REP-302750,12,12,14659.9,11642.45,3017.45,2022-09-25,0,Current,0,,1943.7699999999986,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1221.66,0.3405,1,1.5,Subprime (550-649),9.65,0.0,0.0,
CUST-102751,52,Male,West,Tier 3,Salaried - Public Sector,7,24180.16,631,Rented,Married,2,LN-202751,Education Loan,14963.89,9.0,84,2022-01-12,Third Party Guarantee,14963.89,Professional Certification,Digital Portal,2022,2022Q1,REP-302751,35,34,8185.68,5654.69,2530.99,2024-10-28,12,1-30 DPD (SMA-0),0,,9309.2,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,240.76,0.1195,1,1.0,Subprime (550-649),12.31,0.0,0.0,
CUST-102752,32,Male,North,Tier 3,Salaried - Corporate,9,20635.75,630,Mortgaged,Married,3,LN-202752,Business Loan,34411.96,14.15,48,2022-03-10,Commercial Property,45926.99,Business Expansion,Tele-Sales,2022,2022Q1,REP-302752,33,4,3771.8,3015.55,756.25,2022-07-08,115,90+ DPD (NPA / Default),1,2022-10-06,31396.41,REC-400686,Fully Recovered,Debt Restructuring,OFF-108,Zainab Al-Mansoor,Restructuring & Workout Lead,7,1,9.25,28492.24,239.5,2024-08-29,942.95,0.5483,1,0.7493,Subprime (550-649),29.52,28252.74,90.75,1.0
CUST-102753,35,Male,South,Tier 1,Salaried - Corporate,4,102901.86,710,Rented,Single,2,LN-202753,Business Loan,155539.2,11.15,36,2022-11-07,Equipment,175666.06,Business Expansion,Tele-Sales,2022,2022Q4,REP-302753,25,25,127580.24,100791.08,26789.16,2024-11-26,0,Current,0,,54748.12000000001,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,5103.21,0.5951,1,0.8854,Prime (700-749),6.59,0.0,0.0,
CUST-102754,36,Male,West,Tier 1,Self-Employed Professional,9,157294.37,814,Mortgaged,Married,2,LN-202754,Auto Loan,35261.68,6.71,60,2021-12-20,Vehicle,45256.41,Commercial Vehicle,Digital Portal,2021,2021Q4,REP-302754,36,36,24962.72,18321.72,6641.0,2024-12-04,0,Current,0,,16939.96,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,693.41,0.0529,1,0.7792,Super-Prime (750+),1.69,0.0,0.0,
CUST-102755,32,Other,North,Tier 2,Contractual,11,65323.41,604,Owned,Married,0,LN-202755,Auto Loan,50495.51,9.05,84,2022-05-10,Vehicle,58161.33,Commercial Vehicle,Digital Portal,2022,2022Q2,REP-302755,31,30,24411.24,18425.1,5986.14,2024-10-26,29,1-30 DPD (SMA-0),0,,32070.410000000003,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,813.71,0.1495,1,0.8682,Subprime (550-649),16.41,0.0,0.0,
CUST-102756,38,Male,North,Tier 1,Self-Employed Professional,17,261388.9475,811,Owned,Single,1,LN-202756,Business Loan,110703.91,9.18,48,2021-01-19,Equipment,143577.46,Business Expansion,Branch Network,2021,2021Q1,REP-302756,47,47,129924.13,102529.09,27395.04,2024-11-29,0,Current,0,,8174.820000000007,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,2764.34,0.1269,1,0.771,Super-Prime (750+),1.84,0.0,0.0,
CUST-102757,29,Male,West,Tier 2,Salaried - Corporate,0,88096.78,769,Owned,Married,4,LN-202757,Home Loan,358701.35,7.56,180,2021-04-17,Residential Property,447158.92,Home Purchase,Branch Network,2021,2021Q2,REP-302757,44,44,146847.7,114973.26,31874.44,2024-11-27,0,Current,0,,243728.08999999997,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,3337.45,0.4546,1,0.8022,Super-Prime (750+),3.81,0.0,0.0,
CUST-102758,25,Male,East,Tier 2,Self-Employed Professional,4,82450.22,645,Owned,Married,2,LN-202758,Education Loan,69257.59,11.35,60,2023-04-12,Third Party Guarantee,69257.59,Professional Certification,Digital Portal,2023,2023Q2,REP-302758,20,20,30358.9,22468.82,7890.08,2024-12-02,0,Current,0,,46788.77,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1517.94,0.2209,1,1.0,Subprime (550-649),9.65,0.0,0.0,
CUST-102759,43,Male,North-East,Tier 2,Salaried - Corporate,0,43904.21,639,Rented,Married,1,LN-202759,Personal Loan,16368.92,16.75,60,2021-11-26,,0.0,Medical Emergency,Mobile App,2021,2021Q4,REP-302759,37,36,14566.06,11095.45,3470.61,2024-11-10,20,1-30 DPD (SMA-0),0,,5273.469999999999,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,404.61,0.1106,1,1.5,Subprime (550-649),13.26,0.0,0.0,
CUST-102760,43,Male,North,Tier 1,Salaried - Public Sector,15,44929.96,743,Rented,Single,0,LN-202760,Personal Loan,23281.7,15.08,48,2021-08-10,,0.0,Medical Emergency,Branch Network,2021,2021Q3,REP-302760,40,40,25955.67,20167.8,5787.87,2024-11-22,0,Current,0,,3113.9000000000015,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,648.89,0.1733,1,1.5,Prime (700-749),5.04,0.0,0.0,
CUST-102761,28,Male,South,Tier 1,Salaried - Public Sector,7,65453.66,643,Owned,Single,1,LN-202761,Personal Loan,19254.52,14.0,24,2023-11-21,,0.0,Debt Consolidation,Digital Portal,2023,2023Q4,REP-302761,13,13,12018.05,8364.01,3654.04,2024-12-15,0,Current,0,,10890.51,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,924.47,0.1695,1,1.5,Subprime (550-649),9.74,0.0,0.0,
CUST-102762,45,Female,South,Tier 3,Salaried - Corporate,4,38555.39,732,Family Owned,Married,3,LN-202762,Personal Loan,10190.66,12.24,48,2021-06-30,,0.0,Debt Consolidation,Branch Network,2021,2021Q2,REP-302762,42,42,11321.59,8403.03,2918.56,2024-12-11,0,Current,0,,1787.6299999999992,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,269.56,0.0839,1,1.5,Prime (700-749),5.55,0.0,0.0,
CUST-102763,30,Male,West,Tier 2,Self-Employed Professional,9,204506.77999999997,812,Owned,Single,2,LN-202763,Personal Loan,7024.63,16.21,48,2021-10-05,,0.0,Home Improvement,Mobile App,2021,2021Q4,REP-302763,38,38,7593.78,5923.23,1670.55,2024-11-18,0,Current,0,,1101.4000000000005,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,199.84,0.0117,1,1.5,Super-Prime (750+),1.79,0.0,0.0,
CUST-102764,39,Male,North,Tier 2,Salaried - Corporate,8,72620.87,717,Owned,Married,2,LN-202764,Home Loan,356396.36,6.35,240,2021-12-11,Residential Property,567941.81,Home Construction,Digital Portal,2021,2021Q4,REP-302764,36,36,94529.39,69351.02,25178.37,2024-11-25,0,Current,0,,287045.33999999997,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,2625.82,0.4339,1,0.6275,Prime (700-749),6.26,0.0,0.0,
CUST-102765,45,Male,South,Tier 1,Salaried - Public Sector,7,58129.74,559,Owned,Married,2,LN-202765,Auto Loan,31692.36,9.43,60,2022-03-15,Vehicle,40378.92,New Car,DSA / Direct Selling Agent,2022,2022Q1,REP-302765,33,31,20599.96,14691.75,5908.21,2024-09-30,49,31-60 DPD (SMA-1),0,,17000.61,REC-400687,Partially Recovered,AI Voice Bot & SMS,OFF-106,Priya Patel,Early Stage Collections Specialist,3,1,35.87,7471.8,40.5,2024-07-08,664.51,0.1372,1,0.7849,Subprime (550-649),21.86,7431.3,43.95,1.0
CUST-102766,36,Female,North,Tier 3,Self-Employed Business,5,29587.78,634,Owned,Single,1,LN-202766,Auto Loan,23578.67,11.67,60,2023-02-08,Vehicle,26516.81,Used Car,Mobile App,2023,2023Q1,REP-302766,22,21,10931.99,8883.77,2048.22,2024-10-30,10,1-30 DPD (SMA-0),0,,14694.899999999998,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,520.57,0.2111,1,0.8892,Subprime (550-649),11.83,0.0,0.0,
CUST-102767,41,Female,West,Rural,Salaried - Corporate,3,53071.72,720,Owned,Single,3,LN-202767,Personal Loan,28567.19,18.58,60,2021-10-24,,0.0,Debt Consolidation,Digital Portal,2021,2021Q4,REP-302767,38,37,27175.11,22224.92,4950.19,2024-11-07,5,1-30 DPD (SMA-0),0,,6342.27,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,734.46,0.1661,1,1.5,Prime (700-749),6.95,0.0,0.0,
CUST-102768,31,Male,North,Tier 2,Salaried - Corporate,10,58046.69,684,Rented,Married,3,LN-202768,Personal Loan,10842.55,18.3,60,2023-10-04,,0.0,Medical Emergency,Digital Portal,2023,2023Q4,REP-302768,14,11,3048.12,2135.81,912.31,2024-08-29,77,61-90 DPD (SMA-2),0,,8706.74,REC-400688,Fully Recovered,Field Visit & Face-to-Face,OFF-103,Aarav Sharma,Field Collections Specialist,5,0,9.16,7909.2,362.5,2024-12-20,277.1,0.0573,1,1.5,Near-Prime (650-699),20.65,7546.7,90.84,1.0
CUST-102769,35,Male,North,Tier 1,Self-Employed Professional,1,65608.89,680,Owned,Married,3,LN-202769,Auto Loan,27995.32,9.73,36,2023-11-22,Vehicle,33634.16,New Car,Digital Portal,2023,2023Q4,REP-302769,13,13,11697.21,9329.53,2367.68,2024-12-16,0,Current,0,,18665.79,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,899.79,0.1646,1,0.8323,Near-Prime (650-699),8.0,0.0,0.0,
CUST-102770,34,Female,South,Tier 3,Self-Employed Business,9,33920.45,765,Rented,Single,1,LN-202770,Personal Loan,12833.12,16.5,12,2021-04-14,,0.0,Wedding/Travel,Mobile App,2021,2021Q2,REP-302770,12,11,12841.38,8921.53,3919.85,2022-03-10,10,1-30 DPD (SMA-0),0,,3911.59,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1167.4,0.413,1,1.5,Super-Prime (750+),5.67,0.0,0.0,
CUST-102771,29,Male,South,Tier 2,Salaried - Corporate,2,71293.96,700,Mortgaged,Single,1,LN-202771,Auto Loan,25906.68,7.57,72,2022-07-16,Vehicle,33626.19,Commercial Vehicle,DSA / Direct Selling Agent,2022,2022Q3,REP-302771,29,29,13015.43,9189.03,3826.4,2024-12-02,0,Current,0,,16717.65,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,448.81,0.0755,1,0.7704,Prime (700-749),7.06,0.0,0.0,
CUST-102772,35,Male,North,Tier 3,Salaried - Corporate,8,33147.71,680,Rented,Married,3,LN-202772,Home Loan,166345.56,7.87,360,2021-12-27,Residential Property,250624.76,Refinancing,Digital Portal,2021,2021Q4,REP-302772,36,36,43399.57,30847.51,12552.06,2024-12-11,0,Current,0,,135498.05,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1205.54,0.4364,1,0.6637,Near-Prime (650-699),8.0,0.0,0.0,
CUST-102773,21,Male,North,Tier 2,Self-Employed Professional,1,54500.09,654,Rented,Married,3,LN-202773,Home Loan,273600.0,8.24,360,2021-12-23,Residential Property,338131.81,Refinancing,Branch Network,2021,2021Q4,REP-302773,36,33,67766.9,51188.59,16578.31,2024-09-08,85,61-90 DPD (SMA-2),0,,222411.41,REC-400689,Fully Recovered,Field Visit & Face-to-Face,OFF-103,Aarav Sharma,Field Collections Specialist,7,0,0.08,222233.48,379.5,2024-10-21,2053.54,0.4522,1,0.8092,Near-Prime (650-699),23.39,221853.98,99.92,1.0
CUST-102774,32,Female,West,Tier 2,Salaried - Corporate,2,42518.44,733,Mortgaged,Married,4,LN-202774,Home Loan,158970.87,6.82,360,2022-08-11,Residential Property,231256.64,Refinancing,Digital Portal,2022,2022Q3,REP-302774,28,28,29077.72,22352.85,6724.87,2024-11-28,0,Current,0,,136618.02,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1038.49,0.2931,1,0.6874,Prime (700-749),5.51,0.0,0.0,
CUST-102775,34,Female,North,Tier 2,Self-Employed Professional,13,204506.77999999997,838,Owned,Single,0,LN-202775,Business Loan,102677.84,9.31,24,2022-10-01,Inventory,136334.87,Working Capital,Digital Portal,2022,2022Q4,REP-302775,24,24,112930.28,80867.66,32062.62,2024-09-20,0,Current,0,,21810.179999999993,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,4705.43,0.2761,1,0.7531,Super-Prime (750+),0.56,0.0,0.0,
CUST-102776,34,Other,North,Tier 1,Salaried - Corporate,4,76212.66,673,Owned,Married,1,LN-202776,Home Loan,410269.61,6.61,240,2021-06-06,Residential Property,540642.07,Home Purchase,Digital Portal,2021,2021Q2,REP-302776,42,42,129590.45,93134.17,36456.28,2024-11-17,0,Current,0,,317135.44,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,3085.49,0.4858,1,0.7589,Near-Prime (650-699),8.33,0.0,0.0,
CUST-102777,34,Female,North,Tier 2,Salaried - Corporate,4,35896.57,628,Rented,Divorced,0,LN-202777,Personal Loan,17923.91,18.41,12,2022-11-20,,0.0,Home Improvement,Branch Network,2022,2022Q4,REP-302777,12,2,3293.53,2668.42,625.11,2023-01-19,180,90+ DPD (NPA / Default),1,2023-04-19,15255.49,REC-400690,Fully Recovered,External Recovery Agency,OFF-104,Sarah Jenkins,Legal & Settlements Officer,14,1,2.3,14904.61,2007.55,2024-11-09,1646.76,0.5505,1,1.5,Subprime (550-649),40.45,12897.06,97.7,1.0
CUST-102778,36,Male,Central,Tier 1,Self-Employed Professional,8,18373.01,606,Mortgaged,Married,2,LN-202778,Business Loan,35051.35,14.6,36,2022-07-27,,0.0,Equipment Purchase,DSA / Direct Selling Agent,2022,2022Q3,REP-302778,29,4,4832.85,3944.35,888.5,2022-11-24,274,90+ DPD (NPA / Default),1,2023-02-22,31107.0,REC-400691,Fully Recovered,External Recovery Agency,OFF-104,Sarah Jenkins,Legal & Settlements Officer,14,0,11.03,27675.9,3540.11,2024-10-09,1208.21,0.7891,1,1.5,Subprime (550-649),57.15,24135.79,88.97,1.0
CUST-102779,41,Male,North,Tier 2,Salaried - Public Sector,3,25431.88,622,Mortgaged,Single,3,LN-202779,Home Loan,83780.03,9.35,180,2023-04-08,Residential Property,122048.6,Home Purchase,DSA / Direct Selling Agent,2023,2023Q2,REP-302779,20,20,17345.69,12378.68,4967.01,2024-11-28,0,Current,0,,71401.35,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,867.28,0.4092,1,0.6864,Subprime (550-649),10.73,0.0,0.0,
CUST-102780,45,Male,West,Tier 2,Salaried - Corporate,4,46795.73,638,Rented,Married,1,LN-202780,Personal Loan,14451.56,21.67,24,2021-07-22,,0.0,Debt Consolidation,DSA / Direct Selling Agent,2021,2021Q3,REP-302780,24,22,16442.08,11864.71,4577.37,2023-05-13,43,31-60 DPD (SMA-1),0,,2586.8500000000004,REC-400692,In Progress,AI Voice Bot & SMS,OFF-105,Carlos Mendez,Digital & Tele-Recovery Lead,5,0,0.0,0.0,57.5,,747.37,0.1917,1,1.5,Subprime (550-649),17.14,-57.5,0.0,0.0
CUST-102781,30,Other,West,Tier 2,Salaried - Corporate,4,126439.61,723,Mortgaged,Married,2,LN-202781,Education Loan,56378.03,10.71,60,2021-05-11,Third Party Guarantee,56378.03,Professional Certification,Branch Network,2021,2021Q2,REP-302781,43,43,52359.25,35910.43,16448.82,2024-11-21,0,Current,0,,20467.6,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1217.66,0.1156,1,1.0,Prime (700-749),5.98,0.0,0.0,
CUST-102782,24,Female,South,Tier 1,Salaried - Corporate,3,220972.99,778,Family Owned,Single,1,LN-202782,Personal Loan,31009.45,18.6,36,2022-03-10,,0.0,Medical Emergency,Mobile App,2022,2022Q1,REP-302782,33,33,37303.91,29674.85,7629.06,2024-11-24,0,Current,0,,1334.6000000000022,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1130.42,0.0614,1,1.5,Super-Prime (750+),3.39,0.0,0.0,
CUST-102783,26,Male,South,Tier 1,Salaried - Corporate,5,62519.17,653,Mortgaged,Married,2,LN-202783,Home Loan,327795.95,8.87,180,2022-10-01,Residential Property,522060.68,Refinancing,Mobile App,2022,2022Q4,REP-302783,26,25,82485.57,59690.38,22795.19,2024-10-20,27,1-30 DPD (SMA-0),0,,268105.57,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,3299.42,0.6333,1,0.6279,Near-Prime (650-699),13.77,0.0,0.0,
CUST-102784,32,Male,East,Tier 1,Salaried - Corporate,0,84495.56,656,Owned,Married,3,LN-202784,Business Loan,125512.61,11.09,36,2021-09-23,,0.0,Equipment Purchase,Branch Network,2021,2021Q3,REP-302784,36,35,144006.57,110043.36,33963.21,2024-08-08,19,1-30 DPD (SMA-0),0,,15469.25,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,4114.47,0.5843,1,1.5,Near-Prime (650-699),12.3,0.0,0.0,
CUST-102785,33,Male,West,Tier 3,Salaried - Corporate,9,37407.36,651,Owned,Married,1,LN-202785,Auto Loan,29235.82,8.65,60,2021-02-08,Vehicle,31380.98,Commercial Vehicle,Branch Network,2021,2021Q1,REP-302785,46,46,27688.94,20042.87,7646.07,2024-11-19,0,Current,0,,9192.95,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,601.93,0.1931,1,0.9316,Near-Prime (650-699),9.36,0.0,0.0,
CUST-102786,29,Other,West,Tier 3,Contractual,4,24765.49,619,Owned,Married,0,LN-202786,Home Loan,97974.38,7.85,180,2022-07-14,Residential Property,153759.47,Home Purchase,Branch Network,2022,2022Q3,REP-302786,29,28,25979.24,21275.28,4703.96,2024-10-31,17,1-30 DPD (SMA-0),0,,76699.1,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,927.83,0.4496,1,0.6372,Subprime (550-649),13.7,0.0,0.0,
CUST-102787,24,Male,West,Tier 3,Self-Employed Professional,1,42960.85,615,Owned,Divorced,2,LN-202787,Home Loan,130486.4,7.93,240,2021-11-30,Residential Property,196590.34,Refinancing,DSA / Direct Selling Agent,2021,2021Q4,REP-302787,37,37,40173.22,29539.36,10633.86,2024-12-14,0,Current,0,,100947.04,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1085.76,0.3033,1,0.6637,Subprime (550-649),11.06,0.0,0.0,
CUST-102788,32,Male,North,Tier 1,Contractual,11,27217.52,563,Family Owned,Single,1,LN-202788,Personal Loan,7924.72,22.62,12,2021-09-22,,0.0,Wedding/Travel,Branch Network,2021,2021Q3,REP-302788,12,5,3720.38,2743.88,976.5,2022-02-19,522,90+ DPD (NPA / Default),1,2022-05-20,5180.84,REC-400693,Written Off,Legal Notice & DRT,OFF-104,Sarah Jenkins,Legal & Settlements Officer,26,0,0.0,0.0,971.0,,744.08,0.3281,1,1.5,Subprime (550-649),100.0,-971.0,0.0,0.0
